公司全称,网址,简称,行业,地址,市值,注册资本,状态,类型,注册时间,证券类别,市值_亿
上海季士实业有限公司,https://top.chinaz.com/company/JiShiShiYe.html,季士实业,零售/消费/食品,上海,市值：50.0万,50万人民币 ,存续（在营、开业、在册）,有限责任公司,2012-04-23,,0.005
竹山县视窗网络有限公司,https://top.chinaz.com/company/ZhuShanShiChuang.html,竹山视窗,IT/互联网/通信,,市值：100.0万,100万元 ,存续（在营、开业、在册）,有限责任公司(自然人独资),2014-09-23,,0.01
广州壕游信息科技有限公司,https://top.chinaz.com/company/GuangZhouHaoYou.html,广州壕游,IT/互联网/通信,广东,市值：1250.0万,1250万 ,存续,有限责任公司(自然人投资或控股),2014-05-13,,0.125
北京九州博雅文化发展有限公司,https://top.chinaz.com/company/JiuZhouBoYa.html,九州博雅,广告/商务服务/文化传媒,北京,市值：10.0万,10万元人民币 ,存续（在营、开业、在册）,有限责任公司(自然人投资或控股),2013-11-14,,0.001
上海蓝黑科技发展有限公司,https://top.chinaz.com/company/LanHeiKeJi.html,蓝黑科技,IT/互联网/通信,上海,市值：10.0万,10万人民币 ,存续（在营、开业、在册）,有限责任公司(自然人独资),2011-03-21,,0.001
南京金职企业管理咨询有限公司,https://top.chinaz.com/company/JinZhiQiGuan.html,金职企管,广告/商务服务/文化传媒,江苏,市值：51.0万,51万元人民币 ,在业,有限责任公司,2006-02-27,,0.0051
北京新锦成数据科技有限公司,https://top.chinaz.com/company/XinJinCheng.html,新锦成,IT/互联网/通信,北京,市值：1000.0万,1000万元人民币 ,存续（在营、开业、在册）,其他有限责任公司,2007-02-13,,0.1
南京今生有约婚纱摄影有限公司,https://top.chinaz.com/company/JinShengYouYue.html,今生有约,零售/消费/食品,江苏,市值：380.0万,380万元人民币 ,在业,有限责任公司,2006-01-11,,0.038
深圳纤黛尔电子商务有限公司,https://top.chinaz.com/company/XianZuoEr.html,纤黛尔,IT/互联网/通信,广东,市值：10.0万,(人民币)10.0000万元 ,存续,有限责任公司（自然人独资）,2015-08-04,,0.001
江苏易网软件有限公司,https://top.chinaz.com/company/YiWangRuanJian.html,易网软件,IT/互联网/通信,江苏,市值：200.0万,200万元人民币 ,在业,有限责任公司(自然人独资),2011-07-08,,0.02
厦门弘慧网络科技有限公司,https://top.chinaz.com/company/XiaMenHongHui.html,厦门弘慧,IT/互联网/通信,福建,市值：1000.0万,1000.000000万人民币 ,存续（在营、开业、在册）,有限责任公司(法人独资),2005-01-24,,0.1
北京艺丰雕刻时光咖啡文化有限责任公司,https://top.chinaz.com/company/YiFengDiaoKe.html,艺丰雕刻,广告/商务服务/文化传媒,北京,市值：198.83万,198.8349万元人民币 ,开业,有限责任公司(台港澳与境内合资),2002-11-20,,0.019883
北京锤子数码科技有限公司,https://top.chinaz.com/company/ChuiZiShuMa.html,锤子数码,IT/互联网/通信,北京,市值：2000.0万,2000万元人民币 ,存续（在营、开业、在册）,有限责任公司(法人独资),2014-06-03,,0.2
平阳县一朵花文化传媒有限公司,https://top.chinaz.com/company/YiDuoHua.html,一朵花,广告/商务服务/文化传媒,,市值：10.0万,10.000000万元人民币 ,存续,一人有限责任公司（自然人独资）,2011-09-14,,0.001
深圳中弘万盛实业有限公司,https://top.chinaz.com/company/ZhongHongWanSheng.html,中弘万盛,其它,广东,市值：100.0万,(人民币)100.0000万元 ,存续,有限责任公司（自然人独资）,2015-03-17,,0.01
上饶市药圈网络科技有限公司,https://top.chinaz.com/company/YaoQuanWangLuo.html,药圈网络,IT/互联网/通信,江西,市值：1.0万,1万元人民币 ,存续（在营、开业、在册）,有限责任公司(自然人独资),2015-01-08,,0.0001
上海御达信息科技有限公司,https://top.chinaz.com/company/YuDaXinXi.html,御达信息,IT/互联网/通信,上海,市值：200.0万,200万人民币 ,存续（在营、开业、在册）,有限责任公司,2014-07-23,,0.02
济南强冠升降机械有限公司,https://top.chinaz.com/company/JiNanQiangGuan.html,济南强冠,机械/制造/军工/贸易,山东,市值：600.0万,600万 ,在营,有限责任公司(自然人独资),2015-08-31,,0.06
杭州亿超电子商务有限公司,https://top.chinaz.com/company/YiChaoDianZi.html,亿超电子,零售/消费/食品,浙江,市值：625.0万,625.000000万元人民币 ,存续,私营有限责任公司(自然人控股或私营性质企业控股),2005-05-10,,0.0625
厦门帝欣网络科技有限公司,https://top.chinaz.com/company/DiXinWangLuo.html,帝欣网络,IT/互联网/通信,福建,市值：100.0万,100.000000万人民币 ,存续（在营、开业、在册）,有限责任公司,2010-04-07,,0.01
深圳市中云金融服务有限公司,https://top.chinaz.com/company/ZhongYunJinRongFuWu.html,中云金融服务,金融,广东,市值：1000.0万,(人民币)1000.0000万元 ,存续,有限责任公司,2014-02-26,,0.1
上海荔枝网络科技有限公司,https://top.chinaz.com/company/lizhiwangluo.html,荔枝网络,IT/互联网/通信,上海,市值：4.11万,4.1071万人民币 ,存续（在营、开业、在册）,有限责任公司,2013-08-09,,0.000411
盐城趣购网络科技有限公司,https://top.chinaz.com/company/YanChengQuGou.html,盐城趣购,IT/互联网/通信,江苏,市值：500.0万,500万元人民币 ,在业,有限责任公司,2013-07-31,,0.05
上海大麦文化艺术发展有限公司,https://top.chinaz.com/company/DaMaiWenHua.html,大麦文化,广告/商务服务/文化传媒,上海,市值：50.0万,50万人民币 ,存续（在营、开业、在册）,有限责任公司(自然人独资),2006-09-18,,0.005
北京市东方融燕书刊发行有限责任公司,https://top.chinaz.com/company/DongFangRongYan.html,东方融燕,广告/商务服务/文化传媒,北京,市值：500.0万,500万元人民币 ,存续（在营、开业、在册）,其他有限责任公司,2001-09-14,,0.05
深圳市盈华讯方通信技术有限公司,https://top.chinaz.com/company/YingHuaXunFang.html,盈华讯方,IT/互联网/通信,广东,市值：1000.0万,(人民币)1000.0000万元 ,存续,有限责任公司,2002-07-08,,0.1
贵州美品同创工贸有限公司,https://top.chinaz.com/company/MeiPinTongChuang.html,美品同创,零售/消费/食品,贵州,市值：77.0万,77万人民币元 ,存续,有限责任公司(自然人投资或控股),2009-09-03,,0.0077
上海淘壶人实业有限公司,https://top.chinaz.com/company/TaoHuRenShiYe.html,淘壶人实业,零售/消费/食品,上海,市值：50.0万,50万人民币 ,存续（在营、开业、在册）,有限责任公司,2012-03-29,,0.005
大连龙图信息技术股份有限公司,https://top.chinaz.com/company/LongTuXinXi.html,龙图信息,IT/互联网/通信,辽宁,市值：1.89亿,1265.8704万人民币 ,存续（在营、开业、在册）,股份有限公司(非上市、自然人投资或控股),2002-06-07,新三板,1.89
西安天和防务技术股份有限公司,https://top.chinaz.com/company/TianHeFangWu.html,天和防务,机械/制造/军工/贸易,陕西,市值：76.04亿,2.4亿元 ,存续,其他股份有限公司(上市),2004-05-08,A股,76.04
天地图有限公司,https://top.chinaz.com/company/TianDiTu.html,天地图,广告/商务服务/文化传媒,北京,市值：9679.2万,9679.2万元人民币 ,存续（在营、开业、在册）,其他有限责任公司,2010-12-24,,0.9679200000000001
吉林省一夫网络视频有限公司,https://top.chinaz.com/company/YiFuWangLuo.html,一夫网络,IT/互联网/通信,吉林,市值：1500.0万,1500万人民币 ,存续（在营、开业、在册）,有限责任公司(自然人投资或控股),2005-11-03,,0.15
长沙赢天装饰材料有限公司,https://top.chinaz.com/company/YingTianZhuangShi.html,赢天装饰,建设工程/房产服务,湖南,市值：30.0万,30万人民币 ,存续（在营、开业、在册）,有限责任公司(自然人投资或控股),2009-01-06,,0.003
钛格贸易（上海）有限公司,https://top.chinaz.com/company/ZuoGeMaoYi.html,钛格贸易,零售/消费/食品,上海,市值：138.0万,20万美元 ,存续（在营、开业、在册）,有限责任公司(台港澳法人独资),2002-09-03,,0.0138
舒达家居用品（深圳）有限公司,https://top.chinaz.com/company/ShuDaJiaJu.html,舒达家居,机械/制造/军工/贸易,广东,市值：100.0万,(人民币)100.0000万元 ,存续,有限责任公司（台港澳法人独资）,2008-07-30,,0.01
车好多旧机动车经纪（北京）有限公司,https://top.chinaz.com/company/CheHaoDuo.html,车好多,汽车/交通出行,北京,市值：80.0亿,100万元人民币 ,存续（在营、开业、在册）,有限责任公司(自然人投资或控股),2015-07-13,,80.0
北京品友互动信息技术股份公司,https://top.chinaz.com/company/PinYouHuDong.html,品友互动,IT/互联网/通信,北京,市值：8126.50万,8126.4998万元人民币 ,存续（在营、开业、在册）,股份有限公司(非上市、自然人投资或控股),2009-04-30,,0.81265
北京酷云互动科技有限公司,https://top.chinaz.com/company/KuYunHuDong.html,酷云互动,广告/商务服务/文化传媒,北京,市值：4149.05万,4149.0462万元人民币 ,存续（在营、开业、在册）,其他有限责任公司,2013-01-14,,0.414905
海南乐昕网络科技有限公司,https://top.chinaz.com/company/HaiNanLeZuo.html,海南乐昕,IT/互联网/通信,海南,市值：125.0万,125万人民币 ,存续（在营、开业、在册）,有限责任公司(自然人投资或控股),2013-11-18,,0.0125
北京盘石信用管理有限公司,https://top.chinaz.com/company/PanShiXinYong.html,盘石信用,IT/互联网/通信,北京,市值：1000.0万,1000万元人民币 ,存续（在营、开业、在册）,有限责任公司(法人独资),2011-05-13,,0.1
北京芦萃堂科技有限责任公司,https://top.chinaz.com/company/LuZuoTang.html,芦萃堂,零售/消费/食品,北京,市值：550.0万,550万元人民币 ,存续（在营、开业、在册）,有限责任公司(自然人投资或控股),2014-03-06,,0.055
湘潭县西格电子商务有限公司,https://top.chinaz.com/company/XiGeDianShang.html,西格电商,零售/消费/食品,湖南,市值：50.0万,50万人民币 ,存续（在营、开业、在册）,有限责任公司(自然人投资或控股),2015-04-28,,0.005
北京建谊智慧互联科技有限公司,https://top.chinaz.com/company/JianYiZhiHui.html,建谊智慧,IT/互联网/通信,北京,市值：6000.0万,6000万元人民币 ,存续（在营、开业、在册）,有限责任公司(法人独资),2014-04-18,,0.6
上海徐汇致真餐饮有限公司,https://top.chinaz.com/company/XuHuiZhiZhen.html,徐汇致真,旅游/酒店,上海,市值：50.0万,50万人民币 ,存续（在营、开业、在册）,有限责任公司（法人独资）,2007-06-18,,0.005
山东福胶药业有限公司,https://top.chinaz.com/company/FuJiaoYaoYe.html,福胶药业,医疗健康,山东,市值：300.0万,300万 ,在营,有限责任公司(自然人投资或控股的法人独资),2005-12-28,,0.03
北京严肃科技有限公司,https://top.chinaz.com/company/YanSuKeJi.html,严肃科技,IT/互联网/通信,北京,市值：100.0万,100万元人民币 ,存续（在营、开业、在册）,有限责任公司(自然人投资或控股),2012-07-26,,0.01
联发软件设计（深圳）有限公司,https://top.chinaz.com/company/LianFaRuanJian.html,联发软件,IT/互联网/通信,广东,市值：6.21亿,(美元)9000.0000万元 ,存续,外商独资企业,2003-10-14,,6.21
厦门旭禾投资有限公司,https://top.chinaz.com/company/XuHeTouZi.html,旭禾投资,金融,福建,市值：1000.0万,1000.000000万人民币 ,存续（在营、开业、在册）,有限责任公司,2015-12-09,,0.1
张家港市华云科技服务有限公司,https://top.chinaz.com/company/HuaYunKeJi.html,华云科技,IT/互联网/通信,,市值：50.0万,50万元人民币 ,在业,有限责任公司（法人独资）,2003-11-24,,0.005
重庆智飞生物制品股份有限公司,https://top.chinaz.com/company/ZhiFeiShengWu.html,智飞生物,医疗健康,重庆,市值：772.54亿,16亿元 ,存续,股份有限公司(上市、自然人投资或控股),1995-07-20,A股,772.54
河南清水源科技股份有限公司,https://top.chinaz.com/company/QingShuiYuan.html,清水源,能源/化工/矿业,河南,市值：26.50亿,2.18亿元 ,存续（在营、开业、在册）,股份有限公司(上市、自然人投资或控股),1995-06-08,A股,26.5
成都运达科技股份有限公司,https://top.chinaz.com/company/YunDaKeJi.html,运达科技,IT/互联网/通信,四川,市值：32.46亿,2.28亿元 ,存续（在营、开业、在册）,股份有限公司(上市),2006-03-10,A股,32.46
北京康斯特仪表科技股份有限公司,https://top.chinaz.com/company/KangSiTe.html,康斯特,机械/制造/军工/贸易,北京,市值：35.13亿,1.66亿元 ,存续（在营、开业、在册）,其他股份有限公司(上市),2004-09-20,A股,35.13
南京全信传输科技股份有限公司,https://top.chinaz.com/company/QuanXinGuFen.html,全信股份,IT/互联网/通信,江苏,市值：45.52亿,1.63亿元 ,在业,股份有限公司(上市),2001-09-29,A股,45.52
广州市浩云安防科技股份有限公司,https://top.chinaz.com/company/HaoYunAnFang.html,浩云安防,IT/互联网/通信,广东,市值：8068.85万,8068.85万 ,存续,股份有限公司,2001-03-08,,0.8068850000000001
无锡先导智能装备股份有限公司,https://top.chinaz.com/company/XianDaoZhiNeng.html,先导智能,机械/制造/军工/贸易,江苏,市值：311.01亿,4.08亿元 ,在业,股份有限公司(上市),2002-04-30,A股,311.01
创业软件股份有限公司,https://top.chinaz.com/company/ChuangYeRuanJian.html,创业软件,IT/互联网/通信,浙江,市值：80.55亿,2.43亿元 ,存续,股份有限公司（上市、自然人投资或控股）,1997-12-10,A股,80.55
北京康拓红外技术股份有限公司,https://top.chinaz.com/company/KangTuoHongWai.html,康拓红外,其它,北京,市值：104.76亿,2.8亿元 ,存续（在营、开业、在册）,股份有限公司(上市、国有控股),2007-09-04,A股,104.76
广东惠伦晶体科技股份有限公司,https://top.chinaz.com/company/HuiLunJingTi.html,惠伦晶体,IT/互联网/通信,广东,市值：42.43亿,1.68亿元 ,存续,股份有限公司(台港澳与境内合资、上市),2002-06-25,A股,42.43
四川迈克生物科技股份有限公司,https://top.chinaz.com/company/MaiKeShengWu.html,迈克生物,医疗健康,四川,市值：86.90亿,5.58亿元 ,存续（在营、开业、在册）,股份有限公司(上市、自然人投资或控股),1994-10-20,A股,86.9
赛摩电气股份有限公司,https://top.chinaz.com/company/SaiMoDianQi.html,赛摩电气,机械/制造/军工/贸易,江苏,市值：43.26亿,2.97亿元 ,在业,股份有限公司(上市),1996-12-02,A股,43.26
成都华气厚普机电设备股份有限公司,https://top.chinaz.com/company/HouPuGuFen.html,厚普股份,建设工程/房产服务,四川,市值：42.90亿,1.48亿元 ,存续（在营、开业、在册）,股份有限公司(上市、自然人投资或控股),2005-01-07,A股,42.9
神思电子技术股份有限公司,https://top.chinaz.com/company/ShenSiDianZi.html,神思电子,IT/互联网/通信,山东,市值：39.05亿,1.6亿元 ,在营,其他股份有限公司(上市),2004-12-27,A股,39.05
广州万孚生物技术股份有限公司,https://top.chinaz.com/company/WanZuoShengWu.html,万孚生物,医疗健康,广东,市值：124.48亿,1.76亿元 ,存续,股份有限公司,1992-11-13,A股,124.48
杭州江拓网络科技有限公司,https://top.chinaz.com/company/JiangTuoWangLuo.html,江拓网络,IT/互联网/通信,浙江,市值：300.0万,300万元人民币 ,存续,私营有限责任公司(自然人控股或私营性质企业控股),2014-10-13,,0.03
温州宏丰电工合金股份有限公司,https://top.chinaz.com/company/WenZhouHongFeng.html,温州宏丰,机械/制造/军工/贸易,浙江,市值：26.53亿,4.14亿元 ,存续,其他股份有限公司（上市）,1997-09-11,A股,26.53
江苏东华测试技术股份有限公司,https://top.chinaz.com/company/DongHuaCeShi.html,东华测试,机械/制造/军工/贸易,江苏,市值：46.38亿,1.38亿元 ,在业,股份有限公司(上市),1993-03-08,A股,46.38
无锡雪浪环境科技股份有限公司,https://top.chinaz.com/company/XueLangHuanJing.html,雪浪环境,其它,江苏,市值：16.22亿,1.2亿元 ,在业,股份有限公司(上市),2001-02-12,A股,16.22
湖北富邦科技股份有限公司,https://top.chinaz.com/company/FuBangGuFen.html,富邦股份,农林牧渔,湖北,市值：23.32亿,1.25亿元 ,存续（在营、开业、在册）,股份有限公司(台港澳与境内合资、上市),2007-01-22,A股,23.32
人民邮电出版社,https://top.chinaz.com/company/RenMinYouDianChuBanShe.html,人民邮电出版社,广告/商务服务/文化传媒,北京,市值：3934.04万,3934.04万 ,开业,全民所有制,1993-12-18,,0.393404
苏州天孚光通信股份有限公司,https://top.chinaz.com/company/TianZuoTongXin.html,天孚通信,IT/互联网/通信,江苏,市值：736.27亿,1.86亿元 ,在业,股份有限公司(中外合资、上市),2005-07-20,A股,736.27
长春迪瑞医疗科技股份有限公司,https://top.chinaz.com/company/DiRuiYiLiao.html,迪瑞医疗,医疗健康,吉林,市值：45.37亿,1.53亿元 ,存续（在营、开业、在册）,股份有限公司(上市、自然人投资或控股),1994-12-26,A股,45.37
上海飞凯光电材料股份有限公司,https://top.chinaz.com/company/FeiKaiCaiLiao.html,飞凯材料,IT/互联网/通信,上海,市值：79.72亿,3.64亿元 ,存续（在营、开业、在册）,股份有限公司(台港澳与境内合资、上市),2002-04-26,A股,79.72
南京宝色股份公司,https://top.chinaz.com/company/BaoSeGuFen.html,宝色股份,能源/化工/矿业,江苏,市值：38.84亿,2.02亿元 ,在业,股份有限公司(上市),1994-05-05,A股,38.84
辽宁科隆精细化工股份有限公司,https://top.chinaz.com/company/KeLongJingHua.html,科隆精化,能源/化工/矿业,辽宁,市值：14.17亿,7815.36万元 ,存续（在营、开业、在册）,股份有限公司(上市、自然人投资或控股),2002-03-21,A股,14.17
济南贝思网络技术有限公司,https://top.chinaz.com/company/JiNanBeiSi.html,济南贝思,IT/互联网/通信,山东,市值：101.0万,101万 ,在营,有限责任公司(自然人投资或控股),2006-06-20,,0.0101
常熟市金典商标代理有限公司,https://top.chinaz.com/company/JinDianShangBiao.html,金典商标,其它,,市值：200.0万,200万元人民币 ,在业,有限责任公司,2009-10-13,,0.02
上海佐赛网络科技有限公司,https://top.chinaz.com/company/ZuoSaiWangLuo.html,佐赛网络,IT/互联网/通信,上海,市值：100.0万,100万人民币 ,存续（在营、开业、在册）,有限责任公司(自然人独资),2014-06-12,,0.01
北京韩金网络技术有限公司,https://top.chinaz.com/company/HanJinWangLuo.html,韩金网络,IT/互联网/通信,北京,市值：5000.0万,5000万元人民币 ,存续（在营、开业、在册）,有限责任公司(自然人投资或控股),2015-02-13,,0.5
深圳前海图腾互联网金融服务有限公司,https://top.chinaz.com/company/QianHaiTuTeng.html,前海图腾,金融,广东,市值：1278.20万,(人民币)1278.1957万元 ,存续,有限责任公司,2014-10-28,,0.12782000000000002
江苏蜂云供应链管理有限公司,https://top.chinaz.com/company/JiangSuFengYun.html,江苏蜂云,物流/仓储/运输,江苏,市值：2833.33万,2833.333334万元人民币 ,在业,有限责任公司,2014-02-20,,0.283333
深圳市西多科技有限公司,https://top.chinaz.com/company/XiDuoKeJi.html,西多科技,IT/互联网/通信,广东,市值：500.0万,(人民币)500.0000万元 ,存续,有限责任公司（自然人独资）,2014-11-13,,0.05
北京百车宝科技有限公司,https://top.chinaz.com/company/BaiCheBao.html,百车宝,IT/互联网/通信,北京,市值：160.68万,160.6754万元人民币 ,存续（在营、开业、在册）,有限责任公司(自然人投资或控股),2013-11-20,,0.016068
广州市淮杰实业有限公司,https://top.chinaz.com/company/HuaiJieShiYe.html,淮杰实业,其它,广东,市值：1600.0万,1600万 ,存续,有限责任公司(自然人投资或控股),2006-05-08,,0.16
福州宇腾工程咨询有限公司,https://top.chinaz.com/company/YuTengGongCheng.html,宇腾工程,建设工程/房产服务,福建,市值：100.0万,100.000000万人民币 ,存续（在营、开业、在册）,有限责任公司,2011-06-14,,0.01
江苏筑牛网络科技有限公司,https://top.chinaz.com/company/ZhuNiuWangLuo.html,筑牛网络,IT/互联网/通信,江苏,市值：3000.0万,3000万元人民币 ,在业,有限责任公司,2014-07-23,,0.3
合肥晶弘电器有限公司,https://top.chinaz.com/company/JingHongDianQi.html,晶弘电器,IT/互联网/通信,安徽,市值：2.0亿,20000万元 ,存续（在营、开业、在册）,有限责任公司（自然人投资或控股的法人独资）,2006-08-16,,2.0
上海梅林正广和股份有限公司,https://top.chinaz.com/company/ShangHaiMeiLin.html,上海梅林,农林牧渔,上海,市值：62.56亿,9.38亿元 ,存续（在营、开业、在册）,股份有限公司(上市),1997-06-27,A股,62.56
双鸭山在线广告有限公司,https://top.chinaz.com/company/ShuangYaShanZaiXian.html,双鸭山在线,广告/商务服务/文化传媒,黑龙江,市值：50.0万,50万元 ,存续（在营、开业、在册）,有限责任公司(自然人独资),2014-07-16,,0.005
上海溪洋机电配件有限公司,https://top.chinaz.com/company/XiYangJiDian.html,溪洋机电,机械/制造/军工/贸易,上海,市值：50.0万,50万人民币 ,存续（在营、开业、在册）,有限责任公司,2000-11-07,,0.005
南京瑞欧文化传播有限公司,https://top.chinaz.com/company/RuiOuWenHua.html,瑞欧文化,广告/商务服务/文化传媒,江苏,市值：100.0万,100万元人民币 ,在业,有限责任公司,2011-05-05,,0.01
北京惠众天下文化传媒有限公司,https://top.chinaz.com/company/HuiZhongTianXia.html,惠众天下,广告/商务服务/文化传媒,北京,市值：50.0万,50万元人民币 ,存续（在营、开业、在册）,有限责任公司(自然人投资或控股),2008-11-04,,0.005
杭州奇异鸟饮品科技连锁有限公司,https://top.chinaz.com/company/QiYiNiao.html,奇异鸟,零售/消费/食品,浙江,市值：100.0万,100.000000万元人民币 ,存续,私营有限责任公司(自然人控股或私营性质企业控股),2012-03-21,,0.01
深圳市英菲克电子有限公司,https://top.chinaz.com/company/YingFeiKeDianZi.html,英菲克电子,IT/互联网/通信,广东,市值：50.0万,(人民币)50.0000万元 ,存续,有限责任公司,2008-05-12,,0.005
厦门维运创智网络科技有限公司,https://top.chinaz.com/company/WeiYunChuangZhi.html,维运创智,IT/互联网/通信,福建,市值：517.24万,517.240000万人民币 ,存续（在营、开业、在册）,有限责任公司,2014-11-21,,0.051724
家宅一生（北京）科技有限公司,https://top.chinaz.com/company/JiaZhaiYiSheng.html,家宅一生,IT/互联网/通信,北京,市值：11.76万,11.76万元人民币 ,开业,有限责任公司(自然人投资或控股),2015-08-13,,0.001176
云智联网络科技（北京）有限公司,https://top.chinaz.com/company/YunZhiLian.html,云智联,IT/互联网/通信,北京,市值：100.0万,100万元人民币 ,存续（在营、开业、在册）,有限责任公司(自然人独资),2013-06-27,,0.01
上海怒宁贸易有限公司,https://top.chinaz.com/company/NuNingMaoYi.html,怒宁贸易,机械/制造/军工/贸易,上海,市值：200.0万,200万人民币 ,存续（在营、开业、在册）,有限责任公司,2015-12-08,,0.02
北京道杰士投资咨询服务有限责任公司,https://top.chinaz.com/company/DaoJieShiTouZi.html,道杰士投资,金融,北京,市值：100.0万,100万元人民币 ,存续（在营、开业、在册）,有限责任公司(自然人投资或控股),1995-06-30,,0.01
蓝色港湾有限公司,https://top.chinaz.com/company/LanSeGangWan.html,蓝色港湾,建设工程/房产服务,北京,市值：13.8亿,138000万元人民币 ,存续（在营、开业、在册）,有限责任公司(法人独资),2004-03-18,,13.8
重庆海游科技有限公司,https://top.chinaz.com/company/ZhongQingHaiYou.html,重庆海游,IT/互联网/通信,重庆,市值：1000.0万,1000万元 ,存续,有限责任公司(自然人投资或控股),2010-05-17,,0.1
深圳市大乘科技股份有限公司,https://top.chinaz.com/company/DaChengKeJi.html,大乘科技,IT/互联网/通信,广东,市值：8800.0万,(人民币)2200.5950万元 ,存续,非上市股份有限公司,2001-03-08,新三板,0.88
北京新英体育传媒有限公司,https://top.chinaz.com/company/XinYingTiYu.html,新英体育,广告/商务服务/文化传媒,北京,市值：1000.0万,1000万元人民币 ,存续（在营、开业、在册）,有限责任公司(自然人投资或控股),2003-11-04,,0.1
广州宏富房地产有限公司,https://top.chinaz.com/company/HongFuFangDiChan.html,宏富房地产,建设工程/房产服务,广东,市值：1.67亿,16660万 ,存续,有限责任公司(外商投资企业投资),2000-01-21,,1.67
上海雅梓贸易有限公司,https://top.chinaz.com/company/YaZuoMaoYi.html,雅梓贸易,机械/制造/军工/贸易,上海,市值：50.0万,50万人民币 ,存续（在营、开业、在册）,有限责任公司,2010-09-26,,0.005
北京普天合力通讯技术服务有限公司,https://top.chinaz.com/company/PuTianHeLi.html,普天合力,IT/互联网/通信,北京,市值：1000.0万,1000万元人民币 ,存续（在营、开业、在册）,有限责任公司(自然人投资或控股),2002-06-25,,0.1
慈溪市智诚信息技术有限公司,https://top.chinaz.com/company/ZhiChengXinXi.html,智诚信息,IT/互联网/通信,海南,市值：50.0万,50万元人民币 ,存续,私营有限责任公司(自然人控股或私营性质企业控股),2013-09-05,,0.005
游大网络技术（上海）有限公司,https://top.chinaz.com/company/YouDaWangLuo.html,游大网络,IT/互联网/通信,上海,市值：100.0万,100万人民币 ,存续（在营、开业、在册）,有限责任公司,2014-12-12,,0.01
河南优德大药房连锁有限公司,https://top.chinaz.com/company/YouDeDaYaoFang.html,优德大药房,零售/消费/食品,河南,市值：1000.0万,1000万元 ,存续（在营、开业、在册）,有限责任公司(自然人投资或控股),2013-11-21,,0.1
上海明硕供应链管理股份有限公司,https://top.chinaz.com/company/MingShuoGuFen.html,明硕股份,物流/仓储/运输,上海,市值：4000.0万,1920万元 ,存续（在营、开业、在册）,股份有限公司（非上市）,2005-04-12,新三板,0.4
北京大力浩然电工技术有限公司,https://top.chinaz.com/company/DaLiHaoRan.html,大力浩然,其它,北京,市值：4000.0万,4000万元人民币 ,存续（在营、开业、在册）,有限责任公司(法人独资),2009-12-07,,0.4
北京海联捷讯科技股份有限公司,https://top.chinaz.com/company/HaiLianJieXun.html,海联捷讯,IT/互联网/通信,北京,市值：2.67亿,2800万元 ,存续（在营、开业、在册）,股份有限公司(非上市、自然人投资或控股),2004-03-30,新三板,2.67
北京天大清源通信科技股份有限公司,https://top.chinaz.com/company/TianDaQingYuan.html,天大清源,IT/互联网/通信,北京,市值：7900.0万,5000万元 ,存续（在营、开业、在册）,股份有限公司(非上市、自然人投资或控股),2004-03-24,新三板,0.79
兴和鹏能源技术（北京）股份有限公司,https://top.chinaz.com/company/XingHePeng.html,兴和鹏,能源/化工/矿业,北京,市值：1995.0万,1901.7万元 ,存续（在营、开业、在册）,股份有限公司(非上市、自然人投资或控股),2008-03-17,新三板,0.1995
随州市拍拍写广告装饰工程有限公司,https://top.chinaz.com/company/PaiPaiXieZhuangShi.html,拍拍写装饰,广告/商务服务/文化传媒,湖北,市值：20.0万,20万元 ,存续（在营、开业、在册）,有限责任公司(自然人投资或控股),2010-03-11,,0.002
徐州微生活网络有限公司,https://top.chinaz.com/company/XuZhouWeiShengHuo.html,徐州微生活,IT/互联网/通信,江苏,市值：3.0万,3万元人民币 ,在业,有限责任公司,2014-06-23,,0.0003
广州市厚森信息科技有限公司,https://top.chinaz.com/company/HouSenXinXi.html,厚森信息,IT/互联网/通信,广东,市值：141.54万,141.54万 ,存续,其他有限责任公司,2015-08-20,,0.014154
上海白芸香农业科技有限公司,https://top.chinaz.com/company/BaiZuoXiang.html,白芸香,IT/互联网/通信,上海,市值：200.0万,200万人民币 ,存续（在营、开业、在册）,有限责任公司(中外合资),2013-06-03,,0.02
雨来智能科技服务（苏州）股份有限公司,https://top.chinaz.com/company/YuLaiKeJi.html,雨来科技,IT/互联网/通信,江苏,市值：1000.0万,1000万元 ,在业,股份有限公司(非上市),2012-05-31,新三板,0.1
昆山鹿城村镇银行股份有限公司,https://top.chinaz.com/company/LuChengYinXing.html,鹿城银行,金融,江苏,市值：8.50亿,2.59亿元 ,在业,股份有限公司(非上市),2009-12-02,新三板,8.5
江苏柯瑞机电工程股份有限公司,https://top.chinaz.com/company/KeRuiGongCheng.html,柯瑞工程,建设工程/房产服务,江苏,市值：1.96亿,5580万元 ,在业,股份有限公司(非上市),2002-11-06,新三板,1.96
云南大泽电极科技股份有限公司,https://top.chinaz.com/company/DaZeDianJi.html,大泽电极,机械/制造/军工/贸易,云南,市值：3136.0万,5085万元 ,存续（在营、开业、在册）,股份有限公司（非上市）,2008-04-07,新三板,0.3136
北京博远欣绿科技股份有限公司,https://top.chinaz.com/company/BoYuanXinLv.html,博远欣绿,医疗健康,北京,市值：924.0万,615.38万元 ,开业,股份有限公司(非上市、自然人投资或控股),2008-06-11,新三板,0.0924
