公司全称,网址,简称,行业,地址,市值,注册资本,状态,类型,注册时间,证券类别,市值_亿
北京灵动天合科技有限公司,https://top.chinaz.com/company/LingDongTianHe.html,灵动天合,IT/互联网/通信,北京,市值：100.0万,100.00万元人民币 ,开业,有限责任公司(自然人投资或控股),2012-08-30,,0.01
北京环球天辰信息咨询有限公司,https://top.chinaz.com/company/HuanQiuTianChen.html,环球天辰,IT/互联网/通信,北京,市值：100.0万,100万元人民币 ,存续（在营、开业、在册）,有限责任公司(自然人投资或控股),2001-07-18,,0.01
北京华星电影院有限公司,https://top.chinaz.com/company/HuaXingDianYingYuan.html,华星电影院,广告/商务服务/文化传媒,北京,市值：30.0万,30万元人民币 ,存续（在营、开业、在册）,其他有限责任公司,2000-08-28,,0.003
龙岩市企动力信息传媒有限公司,https://top.chinaz.com/company/LongYanQiDongLi.html,龙岩企动力,IT/互联网/通信,福建,市值：100.0万,100.000000万人民币 ,存续（在营、开业、在册）,有限责任公司,2008-08-13,,0.01
北京迪信通商贸股份有限公司,https://top.chinaz.com/company/DiXinTong.html,迪信通,机械/制造/军工/贸易,北京,市值：11.44亿,66666.7万元人民币 ,存续（在营、开业、在册）,股份有限公司(台港澳与境内合资、上市),2001-05-31,--,11.44
上海译索信息技术有限公司,https://top.chinaz.com/company/YiSuoXinXiJiShu.html,译索信息技术,IT/互联网/通信,上海,市值：150.0万,150万人民币 ,存续（在营、开业、在册）,有限责任公司,2006-01-16,,0.015
北京一一七七三信息技术有限公司,https://top.chinaz.com/company/YiYiQiQiSan.html,一一七七三,IT/互联网/通信,北京,市值：200.0万,200万元人民币 ,开业,有限责任公司(自然人投资或控股),2015-01-30,,0.02
广州百田信息科技有限公司,https://top.chinaz.com/company/BaiTianXinXi.html,百田信息,IT/互联网/通信,广东,市值：1001.0万,1001万 ,存续,有限责任公司(自然人投资或控股),2009-06-02,,0.1001
北京云耀网络科技有限公司,https://top.chinaz.com/company/YunYaoWangLuo.html,云耀网络,IT/互联网/通信,北京,市值：100.0万,100万元人民币 ,存续（在营、开业、在册）,有限责任公司(自然人投资或控股),2015-02-09,,0.01
南京海盟广告有限公司,https://top.chinaz.com/company/NanJingHaiMeng.html,南京海盟,广告/商务服务/文化传媒,江苏,市值：110.0万,110万元人民币 ,在业,有限责任公司,2009-11-13,,0.011
南京标欣意网络科技有限公司,https://top.chinaz.com/company/NanJingBiaoXinYi.html,南京标欣意,IT/互联网/通信,江苏,市值：31.0万,31万元人民币 ,在业,有限责任公司,2008-05-04,,0.0031
乌鲁木齐面对面网络信息有限公司,https://top.chinaz.com/company/MianDuiMianWangLuo.html,面对面网络,IT/互联网/通信,北京,市值：20.0万,20万元人民币 ,存续（在营、开业、在册）,有限责任公司(自然人投资或控股),2011-01-28,,0.002
深圳市分期乐网络科技有限公司,https://top.chinaz.com/company/FenQiLe.html,分期乐,IT/互联网/通信,广东,市值：4.5亿,(人民币)45000.0000万元 ,存续,有限责任公司,2013-08-15,,4.5
深圳市奇兔软件技术有限公司,https://top.chinaz.com/company/QiTuRuanJian.html,奇兔软件,IT/互联网/通信,广东,市值：100.0万,(人民币)100.0000万元 ,存续,有限责任公司（自然人独资）,2012-11-27,,0.01
杭州海康威视数字技术股份有限公司,https://top.chinaz.com/company/HaiKangWeiShi.html,海康威视,IT/互联网/通信,浙江,市值：3472.12亿,61.55亿元 ,存续,股份有限公司（台港澳与境内合资、上市）,2001-11-30,A股,3472.12
北京金万维科技有限公司,https://top.chinaz.com/company/JinWanWei.html,金万维,IT/互联网/通信,北京,市值：131.19万,131.1863万元人民币 ,存续（在营、开业、在册）,有限责任公司(自然人投资或控股),2004-05-27,,0.013119
酒仙网电子商务股份有限公司,https://top.chinaz.com/company/JiuXianWang.html,酒仙网,IT/互联网/通信,北京,市值：204.18亿,2.04亿元 ,存续（在营、开业、在册）,股份有限公司(非上市、自然人投资或控股),2010-05-17,新三板,204.18
深圳市百纳九洲科技有限公司,https://top.chinaz.com/company/bainajiuzhou.html,百纳九洲,IT/互联网/通信,广东,市值：1130.0万,1130.000000万人民币 ,存续（在营、开业、在册）,有限责任公司,2008-05-28,,0.113
南京瑞凡科技发展有限公司,https://top.chinaz.com/company/RuiFanKeJi.html,瑞凡科技,IT/互联网/通信,江苏,市值：100.0万,100万元人民币 ,在业,有限责任公司,2004-05-30,,0.01
北京卓众出版有限公司,https://top.chinaz.com/company/ZhuoZhongChuBan.html,卓众出版,广告/商务服务/文化传媒,北京,市值：1600.0万,1600万元人民币 ,存续（在营、开业、在册）,有限责任公司(法人独资),1993-06-01,,0.16
广州八四教育信息咨询有限公司,https://top.chinaz.com/company/BaSiJiaoYu.html,八四教育,IT/互联网/通信,广东,市值：10.0万,10万 ,存续,有限责任公司(自然人独资),2012-05-02,,0.001
上海春秋国际旅行社（集团）有限公司,https://top.chinaz.com/company/ChunQiuGuoLv.html,春秋国旅,旅游/酒店,上海,市值：3496.0万,3496万人民币 ,存续（在营、开业、在册）,有限责任公司,1987-08-23,,0.3496
济南好讲师企业管理咨询有限公司,https://top.chinaz.com/company/JiNanHaoJiangShi.html,济南好讲师,其它,山东,市值：3.0万,3万 ,在营,有限责任公司(自然人独资),2014-12-01,,0.0003
台州浩瀚网络有限公司,https://top.chinaz.com/company/HaoZuoWangLuo.html,浩瀚网络,IT/互联网/通信,浙江,市值：300.0万,300万元人民币 ,存续,私营有限责任公司(自然人控股或私营性质企业控股),2005-02-01,,0.03
北京泡泡信息技术有限公司,https://top.chinaz.com/company/PaoPaoXinXi.html,泡泡信息,IT/互联网/通信,北京,市值：1050.0万,1050万元人民币 ,存续（在营、开业、在册）,有限责任公司(自然人投资或控股),2003-12-10,,0.105
北京凯铭风尚网络技术有限公司,https://top.chinaz.com/company/KaiMingFengShang.html,凯铭风尚,IT/互联网/通信,北京,市值：3307.06万,3307.0642万元 ,开业,其他有限责任公司,2006-05-09,,0.330706
昆山金视窗网络有限公司,https://top.chinaz.com/company/KunShanJinShiChuang.html,昆山金视窗,IT/互联网/通信,,市值：100.0万,100.00万元人民币 ,在业,有限责任公司,2004-06-29,,0.01
杭州趣得网络技术有限公司,https://top.chinaz.com/company/HangZhouQuDe.html,杭州趣得,IT/互联网/通信,浙江,市值：572.74万,572.742300万元人民币 ,存续,私营有限责任公司(自然人控股或私营性质企业控股),2014-07-04,,0.057274
广州挪贤计算机科技有限公司,https://top.chinaz.com/company/GuangZhouNuoXian.html,广州挪贤,教育,广东,市值：100.0万,100万 ,存续,有限责任公司(自然人投资或控股),2013-06-28,,0.01
青岛雷神科技有限公司,https://top.chinaz.com/company/QingDaoLeiShen.html,青岛雷神,IT/互联网/通信,山东,市值：884.8万,884.8万 ,在营,其他有限责任公司,2014-04-02,,0.08847999999999999
昆仑银行股份有限公司,https://top.chinaz.com/company/KunLunYinXing.html,昆仑银行,金融,新疆,市值：73.81亿,738052.3495万 ,存续,其他股份有限公司（非上市）,2002-12-09,,73.81
鞍山森远路桥股份有限公司,https://top.chinaz.com/company/SenYuanGuFen.html,森远股份,建设工程/房产服务,辽宁,市值：70.37亿,2.69亿元 ,存续（在营、开业、在册）,股份有限公司(上市、自然人投资或控股),2004-10-25,A股,70.37
北京新氧科技有限公司,https://top.chinaz.com/company/xinyangkeji.html,新氧科技,IT/互联网/通信,北京,市值：354.71万,354.7112万元人民币 ,存续（在营、开业、在册）,有限责任公司(自然人投资或控股),2013-11-08,,0.035470999999999996
佛滔（福建）文化传播有限公司,https://top.chinaz.com/company/FoTaoWenHua.html,佛滔文化,广告/商务服务/文化传媒,福建,市值：500.0万,500.000000万人民币 ,存续（在营、开业、在册）,有限责任公司,2014-03-11,,0.05
深圳市优购科技有限公司,https://top.chinaz.com/company/YouGouKeJi.html,优购科技,IT/互联网/通信,广东,市值：200.0万,(人民币)200.0000万元 ,存续,有限责任公司,2009-03-17,,0.02
仁和药房网（北京）医药科技有限公司,https://top.chinaz.com/company/RenHeYaoFang.html,仁和药房,零售/消费/食品,北京,市值：3300.0万,3300万元人民币 ,开业,其他有限责任公司,2001-08-08,,0.33
湖南建程信息科技有限公司,https://top.chinaz.com/company/HuNanJianCheng.html,湖南建程,IT/互联网/通信,湖南,市值：200.0万,200万人民币 ,存续（在营、开业、在册）,有限责任公司(自然人投资或控股),2013-05-09,,0.02
新乡市嘟嘟网络技术有限公司,https://top.chinaz.com/company/duduwangluo.html,嘟嘟网络,IT/互联网/通信,河南,市值：1000.0万,1000万元 ,存续（在营、开业、在册）,有限责任公司(自然人投资或控股),2012-12-07,,0.1
金华智联信息科技有限公司,https://top.chinaz.com/company/JinHuaZhiLian.html,金华智联,IT/互联网/通信,浙江,市值：100.0万,100.00万元人民币 ,存续,私营有限责任公司(自然人控股或私营性质企业控股),2006-06-06,,0.01
山东华瑞源集团有限公司,https://top.chinaz.com/company/HuaRuiYuan.html,华瑞源,汽车/交通出行,山东,市值：5000.0万,5000万元人民币 ,在营企业,有限责任公司(自然人投资或控股),2005-03-29,,0.5
北京智电未来信息科技有限公司,https://top.chinaz.com/company/ZhiDianWeiLai.html,智电未来,IT/互联网/通信,北京,市值：500.0万,500万元人民币 ,存续（在营、开业、在册）,其他有限责任公司,2010-09-28,,0.05
北京清科投资管理有限公司,https://top.chinaz.com/company/QingKeTouZi.html,清科投资,金融,北京,市值：1.0亿,10000万元人民币 ,存续（在营、开业、在册）,有限责任公司(法人独资),2009-04-30,,1.0
南昌市益智信息有限公司,https://top.chinaz.com/company/YiZhiXinXi.html,益智信息,IT/互联网/通信,江西,市值：100.0万,100万元人民币 ,开业,有限责任公司(自然人投资或控股),2004-04-23,,0.01
肇东世纪互联电子商务有限公司,https://top.chinaz.com/company/ZhaoDongShiJiHuLian.html,肇东世纪互联,IT/互联网/通信,黑龙江,市值：150.0万,150万元 ,存续（在营、开业、在册）,有限责任公司(自然人投资或控股),2015-03-24,,0.015
完美世界（北京）数字科技有限公司,https://top.chinaz.com/company/WanMeiShiJieShuZi.html,完美世界数字,IT/互联网/通信,北京,市值：1000.0万,1000万元人民币 ,存续（在营、开业、在册）,有限责任公司(自然人投资或控股),2013-08-14,,0.1
北京智房佳业信息技术有限公司,https://top.chinaz.com/company/ZhiFangJiaYe.html,智房佳业,建设工程/房产服务,北京,市值：100.0万,100.00万元人民币 ,开业,有限责任公司(自然人投资或控股),2010-05-14,,0.01
上海东方电视购物有限公司,https://top.chinaz.com/company/DongFangDianShiGouWu.html,东方电视购物,零售/消费/食品,上海,市值：300.0万,300万人民币 ,存续（在营、开业、在册）,有限责任公司（法人独资）,2007-02-06,,0.03
雅诗兰黛（上海）商贸有限公司,https://top.chinaz.com/company/YaShiLanZuo.html,雅诗兰黛,零售/消费/食品,上海,市值：431.25万,62.5万美元 ,存续（在营、开业、在册）,有限责任公司(外国法人独资),2005-11-08,,0.043125
上海文华财经资讯股份有限公司,https://top.chinaz.com/company/WenHuaCaiJing.html,文华财经,其它,上海,市值：4000.0万,4000万人民币 ,存续（在营、开业、在册）,股份有限公司（非上市）,2006-07-25,,0.4
上海西示网络科技有限公司,https://top.chinaz.com/company/XiShiWangLuo.html,西示网络,IT/互联网/通信,上海,市值：100.0万,100万人民币 ,存续（在营、开业、在册）,有限责任公司,2012-03-19,,0.01
广州蒜芽信息科技有限公司,https://top.chinaz.com/company/GuangZhouSuanYa.html,广州蒜芽,IT/互联网/通信,广东,市值：113.33万,113.330000万元人民币 ,存续,有限责任公司(自然人投资或控股),2013-05-28,,0.011333
杭州网易雷火科技有限公司,https://top.chinaz.com/company/WangYiLeiHuo.html,网易雷火,IT/互联网/通信,浙江,市值：1000.0万,1000.000000万 ,存续,私营有限责任公司(自然人控股或私营性质企业控股),2009-04-15,,0.1
成都艾瑞斯网络科技有限公司,https://top.chinaz.com/company/ChengDuAiRuiSi.html,成都艾瑞斯,IT/互联网/通信,四川,市值：30.0万,30万人民币 ,存续（在营、开业、在册）,有限责任公司(自然人投资或控股),2015-04-22,,0.003
莱克电气股份有限公司,https://top.chinaz.com/company/LaiKeDianQi.html,莱克电气,机械/制造/军工/贸易,江苏,市值：138.79亿,4.01亿元 ,在业,股份有限公司(台港澳与境内合资、上市),2001-12-26,A股,138.79
杭州南广影视股份有限公司,https://top.chinaz.com/company/NanGuangYingShi.html,南广影视,广告/商务服务/文化传媒,浙江,市值：6.98亿,6622.22万元 ,存续,其他股份有限公司（非上市）,1998-10-21,新三板,6.98
齐河致远文化传媒有限公司,https://top.chinaz.com/company/QiHeZhiYuan.html,齐河致远,广告/商务服务/文化传媒,山东,市值：50.0万,50万人民币 ,在营,有限责任公司(自然人独资),2013-11-21,,0.005
石家庄乾元网络技术有限公司,https://top.chinaz.com/company/QianYuanWangLuo.html,乾元网络,IT/互联网/通信,河北,市值：100.0万,100万人民币 ,存续（在营、开业、在册）,有限责任公司,2013-09-23,,0.01
上海威锋堂信息科技有限公司,https://top.chinaz.com/company/WeiFengTang.html,威锋堂,IT/互联网/通信,上海,市值：100.0万,100万人民币 ,存续（在营、开业、在册）,有限责任公司（法人独资）,2015-05-04,,0.01
烟台金润科技有限公司,https://top.chinaz.com/company/YanTaiJinRun.html,烟台金润,IT/互联网/通信,山东,市值：150.0万,150万人民币 ,注销,有限责任公司(自然人投资或控股),2001-07-03,,0.015
