序号,Shape *,名称,方位,最近地铁站,直线距离,通行距离,步行时间（分钟）,骑行时间（分钟）,驾车（分钟）
258,点,五棵松北8号院,南258,五棵松地铁站,1102.568718,1209.904871,20.16508118,4.033016237,1.835710309
259,点,五棵松北8号院,南259,五棵松地铁站,1108.074695,1255.791451,20.92985752,4.185971503,2.019263474
260,点,五棵松北8号院,南260,五棵松地铁站,1113.495072,1290.600606,21.5100101,4.30200202,2.158505415
261,点,翠微西里,西261,西钓鱼台地铁站,597.775011,657.127949,10.95213248,2.190426497,1.078957544
262,点,金沟河路1号院,南262,五棵松地铁站,1137.717354,1424.63714,23.74395233,4.748790467,2.02465142
263,点,金和嘉园,南263,五棵松地铁站,1152.903255,1420.134474,23.6689079,4.73378158,2.676660566
264,点,五棵松北8号院,东264,五棵松地铁站,1127.949861,1301.641578,21.6940263,4.33880526,2.202670973
265,点,金和嘉园,东265,五棵松地铁站,1127.949861,1301.641578,21.6940263,4.33880526,2.202670973
266,点,五棵松北8号院,西266,五棵松地铁站,1130.367968,1197.621023,19.96035038,3.992070077,1.677118229
267,点,建西苑,西267,八角游乐园地铁站,1262.35549,1699.297565,28.32162608,5.664325217,1.136386303
268,点,金沟河东路5号院,西268,五棵松地铁站,1229.386304,1613.074176,26.8845696,5.37691392,3.0199488
269,点,万寿路一号院,西269,西钓鱼台地铁站,1316.325213,1807.209836,30.12016393,6.024032787,2.255227781
270,点,金沟河路15号院,北270,五棵松地铁站,1422.563505,1935.161015,32.25268358,6.450536717,2.323213768
271,点,万寿路15号院-7区,东271,西钓鱼台地铁站,722.949771,947.885262,15.7980877,3.15961754,1.646134205
272,点,万寿路15号院-4区,东272,西钓鱼台地铁站,722.949771,947.885262,15.7980877,3.15961754,1.646134205
273,点,泽丰苑,南273,田村地铁站,1335.695039,1563.170861,26.05284768,5.210569537,1.6899481
274,点,朱各庄-26号院,东274,五棵松地铁站,1353.093726,1869.266988,31.1544498,6.23088996,1.869797302
275,点,永定路25号院,东275,五棵松地铁站,1474.374265,1999.123143,33.31871905,6.66374381,2.365856675
276,点,玉泉嘉园,南276,田村地铁站,1262.135667,1723.153846,28.71923077,5.743846153,1.992888071
277,点,万寿路15号院-4区,北277,西钓鱼台地铁站,699.734675,954.787321,15.91312202,3.182624403,1.659938734
278,点,万寿路15号院-4区,北278,西钓鱼台地铁站,720.180205,986.021918,16.43369863,3.286739727,1.722410442
279,点,玉泉嘉园,南279,八宝山地铁站,1338.158265,2619.870468,43.6645078,8.73290156,3.189333773
280,点,永金里住宅小区,东280,五棵松地铁站,1253.971779,1354.124872,22.56874787,4.513749573,1.88362183
281,点,建西苑,西281,八角游乐园地铁站,1390.055403,1777.262368,29.62103947,5.924207893,1.454608787
282,点,玉泉嘉园,东282,田村地铁站,1130.921119,1441.4165,24.02360833,4.804721667,1.067241327
283,点,万寿路一号院,北283,西钓鱼台地铁站,1083.492398,1446.865068,24.1144178,4.82288356,2.216171505
284,点,金沟河路5号院,西284,田村地铁站,1465.473474,1856.939824,30.94899707,6.189799413,1.013422866
285,点,泽丰苑,西285,田村地铁站,1207.389626,1471.773928,24.52956547,4.905913093,1.507146928
286,点,金和嘉园,北286,五棵松地铁站,1340.401584,1691.787746,28.19646243,5.639292487,2.321245454
287,点,玉海园,东287,田村地铁站,1167.061842,1442.77789,24.04629817,4.809259633,1.449152508
288,点,永定路21号院,东288,田村地铁站,1407.567098,1810.223697,30.17039495,6.03407899,0.982277844
289,点,东钓鱼台家园,东289,白堆子地铁站,424.890488,764.038358,12.73397263,2.546794527,1.315867508
290,点,东钓鱼台家园,北290,白堆子地铁站,578.148656,843.529647,14.05882745,2.81176549,1.135852641
291,点,中塔园小区,南291,西钓鱼台地铁站,637.068391,1822.40329,30.37338817,6.074677633,3.453844461
292,点,泽丰苑,北292,田村地铁站,1190.806788,1474.762048,24.57936747,4.915873493,1.733937994
293,点,玉泉嘉园,西293,田村地铁站,1299.174749,1905.957885,31.76596475,6.35319295,1.66236571
294,点,泽丰苑-北区,南294,田村地铁站,1182.477866,1491.444609,24.85741015,4.97148203,1.800670993
295,点,阜成路南二街甲-2号院,北295,白堆子地铁站,519.416764,754.943998,12.58239997,2.516479993,1.038037286
296,点,北京肿瘤医院住宅区,南296,田村地铁站,1187.366921,1500.6299,25.01049833,5.002099667,1.837413626
297,点,中塔园小区,南297,西钓鱼台地铁站,659.732779,1616.01256,26.93354267,5.386708533,3.034426989
298,点,东钓鱼台9号院,北298,白堆子地铁站,621.675739,874.989114,14.5831519,2.91663038,1.118069819
299,点,阜成路南二街甲-2号院,北299,白堆子地铁站,469.303878,697.052419,11.61754032,2.323508063,0.999441672
300,点,玉泉嘉园,北300,田村地铁站,1032.955865,1360.004655,22.66674425,4.53334885,0.782821172
301,点,永定路19号院,东301,田村地铁站,1260.411606,1636.795581,27.27992635,5.45598527,1.444144225
302,点,阜成路八号院 航天小区,南302,白堆子地铁站,608.23619,869.97385,14.49956417,2.899912833,1.114726186
303,点,永定路24号院,西303,田村地铁站,1373.5145,1736.044896,28.9340816,5.78681632,0.974387589
304,点,中塔园小区,南304,西钓鱼台地铁站,688.472925,1552.80024,25.880004,5.1760008,2.781568851
305,点,田村山庄,西305,田村地铁站,931.029099,1229.443556,20.49072593,4.098145187,0.701060323
306,点,北京肿瘤医院住宅区,东306,田村地铁站,1190.00475,1551.816104,25.86360173,5.172720347,1.784075492
307,点,永定路17号院,东307,田村地铁站,1330.140296,1684.177454,28.06962423,5.613924847,0.898243684
308,点,中塔园小区,南308,西钓鱼台地铁站,705.323528,1507.568757,25.12614595,5.02522919,2.600636993
309,点,中直小区,东309,田村地铁站,1186.109766,1557.046514,25.95077523,5.190155047,1.763153035
310,点,八宝庄小区,西310,西钓鱼台地铁站,789.233931,1146.445194,19.1074199,3.82148398,2.248384183
311,点,玉海园,东311,田村地铁站,1035.043239,1280.882662,21.34804437,4.269608873,1.12534908
312,点,钓鱼台山庄,北312,白堆子地铁站,1003.216714,1609.143157,26.81905262,5.363810523,2.929706369
313,点,塞纳维拉永定华庭,北313,田村地铁站,1344.446486,1664.372204,27.73953673,5.547907347,0.885039483
314,点,永定路24号院,北314,田村地铁站,1344.446486,1664.372204,27.73953673,5.547907347,0.885039483
315,点,八宝庄小区,东315,西钓鱼台地铁站,286.132109,596.582695,9.943044917,1.988608983,0.977470225
316,点,永金里住宅小区,北316,海淀五路居地铁站,1180.298408,1269.216941,21.15361568,4.230723137,0.925834408
317,点,钓鱼台山庄,北317,白堆子地铁站,1131.357788,1474.24629,24.5707715,4.9141543,2.390101099
318,点,中塔园小区,东318,西钓鱼台地铁站,749.735732,1436.306921,23.93844868,4.787689737,2.315579844
319,点,定慧西里,东319,西钓鱼台地铁站,1249.47305,1536.822258,25.6137043,5.12274086,2.274059593
320,点,玉泉嘉园,北320,田村地铁站,1051.91577,1515.248775,25.25414625,5.05082925,0.886321803
321,点,玉海园,西321,田村地铁站,791.055623,801.428196,13.3571366,2.67142732,0.466753999
322,点,阜成路28号院,北322,西钓鱼台地铁站,586.523679,708.011344,11.80018907,2.360037813,0.982662507
323,点,中塔园小区,北323,西钓鱼台地铁站,586.523679,708.011344,11.80018907,2.360037813,0.982662507
324,点,阜成路28号院,北324,西钓鱼台地铁站,582.520234,708.011344,11.80018907,2.360037813,0.982662507
325,点,玉泉北里一区,东325,田村地铁站,762.626227,842.028687,14.03381145,2.80676229,0.43897561
326,点,阜成路八号院 航天小区,西326,西钓鱼台地铁站,1094.623886,1323.456113,22.05760188,4.411520377,1.696727699
327,点,阜成路26号院,南327,西钓鱼台地铁站,652.619244,708.011344,11.80018907,2.360037813,0.982662507
328,点,定慧东里,东328,西钓鱼台地铁站,839.432063,1128.617972,18.81029953,3.762059907,2.121981447
329,点,塞纳维拉永定华庭,西329,田村地铁站,1294.034943,1746.699276,29.1116546,5.82233092,0.975112249
330,点,西三环中路3号院,南330,西钓鱼台地铁站,915.950644,1234.371462,20.5728577,4.11457154,1.507810588
331,点,定慧西里,西331,海淀五路居地铁站,1175.472671,1927.563902,32.12606503,6.425213007,2.43097569
332,点,金隅长安山麓,南332,廖公庄地铁站,1384.254791,2436.411109,40.60685182,8.121370363,1.765930341
333,点,金隅山墅,东333,田村地铁站,1134.568635,1712.579604,28.5429934,5.70859868,1.01936714
334,点,阜成路28号院,西334,西钓鱼台地铁站,447.731085,671.632397,11.19387328,2.238774657,0.958409082
335,点,阜成路八号院 航天小区,东335,白堆子地铁站,354.917042,447.444116,7.457401933,1.491480387,0.772262611
336,点,八宝庄小区,北336,西钓鱼台地铁站,458.519476,696.422815,11.60704692,2.321409383,1.499483005
337,点,定慧东里,西337,西钓鱼台地铁站,1126.461413,1351.129065,22.51881775,4.50376355,2.318504481
338,点,玉泉北里一区,东338,田村地铁站,638.54396,731.370262,12.18950437,2.437900873,0.793260401
339,点,长安山麓东区,西339,田村地铁站,1281.002942,1776.927152,29.61545253,5.923090507,1.259731736
340,点,定慧西里,东340,西钓鱼台地铁站,1128.501125,1324.493437,22.07489062,4.414978123,2.351024156
341,点,玉阜嘉园,西341,田村地铁站,570.73541,579.056482,9.650941367,1.930188273,0.474680253
342,点,阜成路八号院 航天小区,北342,白堆子地铁站,727.493024,758.379765,12.63966275,2.52793255,1.473073269
343,点,金隅山墅,西343,田村地铁站,1265.47236,1743.169099,29.05281832,5.810563663,1.192212411
344,点,阜成路八号院 航天小区,北344,白堆子地铁站,636.271433,636.476486,10.60794143,2.121588287,1.272993937
345,点,金隅长安山麓,东345,田村地铁站,1286.85821,1746.43654,29.10727567,5.821455133,1.204839285
346,点,玉阜嘉园,北346,田村地铁站,653.127697,688.176517,11.46960862,2.293921723,0.344598887
347,点,阜成路26号院,东347,西钓鱼台地铁站,650.747241,678.911016,11.3151836,2.26303672,0.935136315
348,点,阜成路28号院,北348,西钓鱼台地铁站,489.6983,532.20582,8.870097,1.7740194,0.865455012
349,点,阜成路28号院,北349,西钓鱼台地铁站,552.261078,580.771195,9.679519917,1.935903983,0.897833022
350,点,定慧西里,东350,海淀五路居地铁站,959.790576,1574.235989,26.23726648,5.247453297,1.017611157
351,点,阜成路66号院,东351,海淀五路居地铁站,959.790576,1574.235989,26.23726648,5.247453297,1.017611157
352,点,定慧西里,北352,海淀五路居地铁站,1074.539203,1530.154174,25.50256957,5.100513913,1.429882034
353,点,阜成路66号院,北353,海淀五路居地铁站,893.232449,1141.758778,19.02931297,3.805862593,0.717881154
354,点,北洼路90号院,南354,西钓鱼台地铁站,344.943574,346.304113,5.771735217,1.154347043,0.685549478
355,点,阜石路十五号院,南355,田村地铁站,888.648893,1221.79531,20.36325517,4.072651033,0.672644607
356,点,名仕花园,西356,西钓鱼台,362.216099,396.824679,6.61374465,1.32274893,0.689812768
357,点,定慧北里,东357,海淀五路居地铁站,946.556328,1238.509601,20.64182668,4.128365337,1.368513648
358,点,北京印象,南358,海淀五路居地铁站,763.564576,881.22582,14.687097,2.9374194,0.623480432
359,点,玉泉北里一区,北359,田村地铁站,399.695034,495.993104,8.266551733,1.653310347,0.777864221
360,点,阜成路95号院,南360,西钓鱼台,573.034736,610.274287,10.17123812,2.034247623,1.233559331
361,点,阜成路97号院,南361,西钓鱼台,708.322152,742.915726,12.38192877,2.476385753,1.341860248
362,点,永景园,东362,田村地铁站,1055.219156,1407.013604,23.45022673,4.690045347,0.956008106
363,点,永定路1号院,东363,田村地铁站,1055.219156,1407.013604,23.45022673,4.690045347,0.956008106
364,点,名仕花园,东364,西钓鱼台,264.568157,359.921011,5.998683517,1.199736703,0.485328147
365,点,定慧北里,东365,海淀五路居地铁站,912.911026,1204.707006,20.0784501,4.01569002,1.503729296
366,点,定慧北里,南366,海淀五路居地铁站,828.032401,1044.548944,17.40914907,3.481829813,1.165118682
367,点,北京印象,东367,海淀五路居地铁站,757.074592,1072.350954,17.8725159,3.57450318,1.016391503
368,点,马神庙1号院 核二院社区,南368,西钓鱼台地铁站,745.921507,1283.661643,21.39436072,4.278872143,2.112862538
369,点,永景园,东369,田村地铁站,1025.694726,1343.755781,22.39592968,4.479185937,1.082528841
370,点,马神庙小区,南370,花园桥地铁站,685.916199,906.337578,15.1056263,3.02112526,1.278760879
371,点,西山国际城,南371,廖公庄地铁站,678.180295,825.796428,13.7632738,2.75265476,0.531998347
372,点,西山国际城,南372,廖公庄地铁站,681.198139,892.075179,14.86791965,2.97358393,0.598280017
373,点,马神庙1号院 核二院社区,南373,西钓鱼台地铁站,457.287695,414.443716,6.907395267,1.381479053,0.821833448
374,点,西山国际城,南374,廖公庄地铁站,691.612574,963.607315,16.06012192,3.212024383,0.669815302
375,点,阜石路甲19号院南区,西375,田村地铁站,543.139978,1222.067981,20.36779968,4.073559937,0.722673773
376,点,马神庙1号院 核二院社区,东376,花园桥地铁站,680.138578,798.113491,13.30189152,2.660378303,1.324849085
377,点,阜石路11号院,西377,田村地铁站,1040.417683,1283.77446,21.396241,4.2792482,1.202495975
378,点,北京印象,东378,海淀五路居地铁站,659.966989,1159.95852,19.332642,3.8665284,1.158208751
379,点,马神庙1号院 核二院社区,南379,西钓鱼台地铁站,472.063024,839.881351,13.99802252,2.799604503,2.110762559
380,点,北洼路90号院,西380,西钓鱼台地铁站,319.575493,447.260956,7.454349267,1.490869853,0.887470459
381,点,马神庙小区,西381,花园桥地铁站,620.604968,712.85432,11.88090533,2.376181067,1.142820238
382,点,永景园,北382,田村地铁站,919.966273,1241.792451,20.69654085,4.13930817,1.286463469
383,点,定慧北里,北383,海淀五路居地铁站,717.637859,957.443917,15.95739862,3.191479723,2.039409272
384,点,阜石路甲19号院南区,东384,田村地铁站,629.264525,838.294146,13.9715691,2.79431382,1.023807762
385,点,恩济庄缘,西385,海淀五路居地铁站,884.745047,1137.237294,18.9539549,3.79079098,1.506345936
386,点,定慧寺恩济庄82号院,南386,海淀五路居地铁站,716.412084,972.758299,16.21263832,3.242527663,2.264916351
387,点,北京印象,北387,海淀五路居地铁站,576.194102,1216.510585,20.27517642,4.055035283,1.384425489
388,点,定慧寺恩济庄82号院,南388,海淀五路居地铁站,660.791565,896.852729,14.94754548,2.989509097,2.191018423
389,点,北洼路62号院,北389,西钓鱼台地铁站,405.43747,519.599316,8.6599886,1.73199772,1.032152012
390,点,西山国际城,西390,廖公庄地铁站,548.521818,642.471773,10.70786288,2.141572577,0.758087086
391,点,恩济庄缘,北391,慈寿寺地铁站I,791.369318,1062.889458,17.7148243,3.54296486,1.539857935
392,点,西三环北路82号院,西392,花园桥地铁站,535.691032,796.127977,13.26879962,2.653759923,1.217207494
393,点,八里庄北里,南393,慈寿寺地铁站I,650.076969,1113.090974,18.55151623,3.710303247,1.640264264
394,点,乐府江南小区,东394,田村地铁站,937.255977,1153.155409,19.21925682,3.843851363,1.115192181
395,点,恩济庄缘,北395,慈寿寺地铁站I,832.929052,1157.77852,19.29630867,3.859261733,1.705944607
396,点,雅世合金公寓,西396,田村地铁站,1001.709014,1142.531521,19.04219202,3.808438403,1.093943727
397,点,雪芳里,南397,田村地铁站,435.91242,763.749802,12.72916337,2.545832673,0.381890514
398,点,岭南路36号院,北398,西钓鱼台地铁站,423.177265,554.52358,9.242059667,1.848411933,1.10200298
399,点,阜石路甲19号院南区,北399,田村地铁站,510.115489,750.603484,12.51005807,2.502011613,0.848419516
400,点,北京印象,北400,海淀五路居地铁站,462.261356,460.831706,7.680528433,1.536105687,0.307232928
401,点,恩济里小区,南401,慈寿寺地铁站I,814.182248,1135.581124,18.92635207,3.785270413,1.68800212
402,点,王致和社区,西402,田村地铁站,521.437687,849.102997,14.15171662,2.830343323,0.424569088
403,点,定慧寺恩济庄82号院,东403,海淀五路居地铁站,694.570678,886.984527,14.78307545,2.95661509,1.538623947
404,点,西三环北路82号院,北404,花园桥地铁站,479.38077,667.84097,11.13068283,2.226136567,1.209070909
405,点,岭南路38号院,北405,西钓鱼台地铁站,458.347494,661.633339,11.02722232,2.205444463,1.397746022
406,点,西三环北路82号院,北406,花园桥地铁站,494.647567,738.013835,12.30023058,2.460046117,1.349421172
407,点,马神庙1号院 核二院社区,北407,花园桥地铁站,555.980326,738.960847,12.31601412,2.463202823,1.191651417
408,点,岭南路26号院,北408,花园桥地铁站,624.013533,904.035331,15.06725552,3.013451103,1.824230424
409,点,定慧福里南区,西409,海淀五路居地铁站,428.578947,449.88529,7.498088167,1.499617633,0.394236391
